county14,cbsatype,county,cntyname2,pop10,afact
39101,Micro, ,Marion OH,66501,1
39103,Metro, ,Medina OH,172332,1
39105, , ,Meigs OH,23770,1
39107,Micro, ,Mercer OH,40814,1
39109,Metro, ,Miami OH,102506,1
39111, , ,Monroe OH,14642,1
39113,Metro, ,Montgomery OH,535153,1
39115, , ,Morgan OH,15054,1
39117,Metro, ,Morrow OH,34827,1
39119,Micro, ,Muskingum OH,86074,1
39121, , ,Noble OH,14645,1
39123,Micro, ,Ottawa OH,41428,1
39125, , ,Paulding OH,19614,1
39127,Metro, ,Perry OH,36058,1
39129,Metro, ,Pickaway OH,55698,1
39131, , ,Pike OH,28709,1
39133,Metro, ,Portage OH,161419,1
39135, , ,Preble OH,42270,1
39137, , ,Putnam OH,34499,1
39139,Metro, ,Richland OH,124475,1
39141,Micro, ,Ross OH,78064,1
39143,Micro, ,Sandusky OH,60944,1
39145,Micro, ,Scioto OH,79499,1
39147,Micro, ,Seneca OH,56745,1
39149,Micro, ,Shelby OH,49423,1
39151,Metro, ,Stark OH,375586,1
39153,Metro, ,Summit OH,541781,1
39155,Metro, ,Trumbull OH,210312,1
39157,Micro, ,Tuscarawas OH,92582,1
39159,Metro, ,Union OH,52300,1
39161,Micro, ,Van Wert OH,28744,1
39163, , ,Vinton OH,13435,1
39165,Metro, ,Warren OH,212693,1
39167,Micro, ,Washington OH,61778,1
39169,Micro, ,Wayne OH,114520,1
39171, , ,Williams OH,37642,1
39173,Metro, ,Wood OH,125488,1
39175, , ,Wyandot OH,22615,1
40001, , ,Adair OK,22683,1
40003, , ,Alfalfa OK,5642,1
40005, , ,Atoka OK,14182,1
40007, , ,Beaver OK,5636,1
40009,Micro, ,Beckham OK,22119,1
40011, , ,Blaine OK,11943,1
40013,Micro, ,Bryan OK,42416,1
40015, , ,Caddo OK,29600,1
40017,Metro, ,Canadian OK,115541,1
40019,Micro, ,Carter OK,47557,1
40021,Micro, ,Cherokee OK,46987,1
40023, , ,Choctaw OK,15205,1
40025, , ,Cimarron OK,2475,1
40027,Metro, ,Cleveland OK,255755,1
40029, , ,Coal OK,5925,1
40031,Metro, ,Comanche OK,124098,1
40033,Metro, ,Cotton OK,6193,1
40035, , ,Craig OK,15029,1
40037,Metro, ,Creek OK,69967,1
40039,Micro, ,Custer OK,27469,1
40041, , ,Delaware OK,41487,1
40043, , ,Dewey OK,4810,1
40045, , ,Ellis OK,4151,1
40047,Metro, ,Garfield OK,60580,1
40049, , ,Garvin OK,27576,1
40051,Metro, ,Grady OK,52431,1
40053, , ,Grant OK,4527,1
40055, , ,Greer OK,6239,1
40057, , ,Harmon OK,2922,1
40059, , ,Harper OK,3685,1
40061, , ,Haskell OK,12769,1
40063, , ,Hughes OK,14003,1
40065,Micro, ,Jackson OK,26446,1
40067, , ,Jefferson OK,6472,1
40069, , ,Johnston OK,10957,1
40071,Micro, ,Kay OK,46562,1
40073, , ,Kingfisher OK,15034,1
40075, , ,Kiowa OK,9446,1
40077, , ,Latimer OK,11154,1
40079,Metro, ,Le Flore OK,50384,1
40081,Metro, ,Lincoln OK,34273,1
40083,Metro, ,Logan OK,41848,1
40085, , ,Love OK,9423,1
40087,Metro, ,McClain OK,34506,1
40089, , ,McCurtain OK,33151,1
40091, , ,McIntosh OK,20252,1
40093, , ,Major OK,7527,1
40095, , ,Marshall OK,15840,1
40097, , ,Mayes OK,41259,1
40099, , ,Murray OK,13488,1
40101,Micro, ,Muskogee OK,70990,1
40103, , ,Noble OK,11561,1
40105, , ,Nowata OK,10536,1
40107, , ,Okfuskee OK,12191,1
40109,Metro, ,Oklahoma OK,718633,1
40111,Metro, ,Okmulgee OK,40069,1
40113,Metro, ,Osage OK,47472,1
40115,Micro, ,Ottawa OK,31848,1
40117,Metro, ,Pawnee OK,16577,1
40119,Micro, ,Payne OK,77350,1
40121,Micro, ,Pittsburg OK,45837,1
40123,Micro, ,Pontotoc OK,37492,1
40125,Micro, ,Pottawatomie OK,69442,1
40127, , ,Pushmataha OK,11572,1
40129, , ,Roger Mills OK,3647,1
40131,Metro, ,Rogers OK,86905,1
40133, , ,Seminole OK,25482,1
40135,Metro, ,Sequoyah OK,42391,1
40137,Micro, ,Stephens OK,45048,1
40139,Micro, ,Texas OK,20640,1
40141, , ,Tillman OK,7992,1
40143,Metro, ,Tulsa OK,603403,1
40145,Metro, ,Wagoner OK,73085,1
40147,Micro, ,Washington OK,50976,1
40149, , ,Washita OK,11629,1
40151, , ,Woods OK,8878,1
40153,Micro, ,Woodward OK,20081,1
41001, , ,Baker OR,16134,1
41003,Metro, ,Benton OR,85579,1
41005,Metro, ,Clackamas OR,375992,1
41007,Micro, ,Clatsop OR,37039,1
41009,Metro, ,Columbia OR,49351,1
41011,Micro, ,Coos OR,63043,1
41013,Micro, ,Crook OR,20978,1
41015,Micro, ,Curry OR,22364,1
41017,Metro, ,Deschutes OR,157733,1
41019,Micro, ,Douglas OR,107667,1
41021, , ,Gilliam OR,1871,1
41023, , ,Grant OR,7445,1
41025, , ,Harney OR,7422,1
41027,Micro, ,Hood River OR,22346,1
41029,Metro, ,Jackson OR,203206,1
41031, , ,Jefferson OR,21720,1
41033,Metro, ,Josephine OR,82713,1
41035,Micro, ,Klamath OR,66380,1
41037, , ,Lake OR,7895,1
41039,Metro, ,Lane OR,351715,1
41041,Micro, ,Lincoln OR,46034,1
41043,Metro, ,Linn OR,116672,1
41045,Micro, ,Malheur OR,31313,1
41047,Metro, ,Marion OR,315335,1
41049,Micro, ,Morrow OR,11173,1
41051,Metro, ,Multnomah OR,735334,1
41053,Metro, ,Polk OR,75403,1
41055, , ,Sherman OR,1765,1
41057, , ,Tillamook OR,25250,1
41059,Micro, ,Umatilla OR,75889,1
41061,Micro, ,Union OR,25748,1
41063, , ,Wallowa OR,7008,1
41065,Micro, ,Wasco OR,25213,1
41067,Metro, ,Washington OR,529710,1
41069, , ,Wheeler OR,1441,1
41071,Metro, ,Yamhill OR,99193,1
42001,Metro, ,Adams PA,101407,1
42003,Metro, ,Allegheny PA,1223348,1
42005,Metro, ,Armstrong PA,68941,1
42007,Metro, ,Beaver PA,170539,1
42009, , ,Bedford PA,49762,1
42011,Metro, ,Berks PA,411442,1
42013,Metro, ,Blair PA,127089,1
42015,Micro, ,Bradford PA,62622,1
42017,Metro, ,Bucks PA,625249,1
42019,Metro, ,Butler PA,183862,1
42021,Metro, ,Cambria PA,143679,1
42023, , ,Cameron PA,5085,1
42025,Metro, ,Carbon PA,65249,1
42027,Metro, ,Centre PA,153990,1
42029,Metro, ,Chester PA,498886,1
42031, , ,Clarion PA,39988,1
42033,Micro, ,Clearfield PA,81642,1
42035,Micro, ,Clinton PA,39238,1
42037,Metro, ,Columbia PA,67295,1
42039,Micro, ,Crawford PA,88765,1
42041,Metro, ,Cumberland PA,235406,1
42043,Metro, ,Dauphin PA,268100,1
42045,Metro, ,Delaware PA,558979,1
42047,Micro, ,Elk PA,31946,1
42049,Metro, ,Erie PA,280566,1
42051,Metro, ,Fayette PA,136606,1
42053, , ,Forest PA,7716,1
42055,Metro, ,Franklin PA,149618,1
42057, , ,Fulton PA,14845,1
42059, , ,Greene PA,38686,1
42061,Micro, ,Huntingdon PA,45913,1
42063,Micro, ,Indiana PA,88880,1
42065, , ,Jefferson PA,45200,1
42067, , ,Juniata PA,24636,1
42069,Metro, ,Lackawanna PA,214437,1
42071,Metro, ,Lancaster PA,519445,1
42073,Micro, ,Lawrence PA,91108,1
42075,Metro, ,Lebanon PA,133568,1
42077,Metro, ,Lehigh PA,349497,1
42079,Metro, ,Luzerne PA,320918,1
42081,Metro, ,Lycoming PA,116111,1
42083,Micro, ,Mc Kean PA,43450,1
42085,Metro, ,Mercer PA,116638,1
42087,Micro, ,Mifflin PA,46682,1
42089,Metro, ,Monroe PA,169842,1
42091,Metro, ,Montgomery PA,799874,1
42093,Metro, ,Montour PA,18267,1
42095,Metro, ,Northampton PA,297735,1
42097,Micro, ,Northumberland PA,94528,1
42099,Metro, ,Perry PA,45969,1
42101,Metro, ,Philadelphia PA,1526006,1
42103,Metro, ,Pike PA,57369,1
42105, , ,Potter PA,17457,1
42107,Micro, ,Schuylkill PA,148289,1
42109,Micro, ,Snyder PA,39702,1
42111,Micro, ,Somerset PA,77742,1
42113, , ,Sullivan PA,6428,1
42115, , ,Susquehanna PA,43356,1
42117, , ,Tioga PA,41981,1
42119,Micro, ,Union PA,44947,1
42121,Micro, ,Venango PA,54984,1
42123,Micro, ,Warren PA,41815,1
42125,Metro, ,Washington PA,207820,1
42127, , ,Wayne PA,52822,1
42129,Metro, ,Westmoreland PA,365169,1
42131,Metro, ,Wyoming PA,28276,1
42133,Metro, ,York PA,434972,1
44001,Metro, ,Bristol RI,49875,1
44003,Metro, ,Kent RI,166158,1
44005,Metro, ,Newport RI,82888,1
44007,Metro, ,Providence RI,626667,1
44009,Metro, ,Washington RI,126979,1
45001,Micro, ,Abbeville SC,25417,1
45003,Metro, ,Aiken SC,160099,1
45005, , ,Allendale SC,10419,1
45007,Metro, ,Anderson SC,187126,1
45009, , ,Bamberg SC,15987,1
45011, , ,Barnwell SC,22621,1
45013,Metro, ,Beaufort SC,162233,1
45015,Metro, ,Berkeley SC,177843,1
45017,Metro, ,Calhoun SC,15175,1
45019,Metro, ,Charleston SC,350209,1
45021,Micro, ,Cherokee SC,55342,1
45023,Metro, ,Chester SC,33140,1
45025, , ,Chesterfield SC,46734,1
45027, , ,Clarendon SC,34971,1
45029, , ,Colleton SC,38892,1
45031,Metro, ,Darlington SC,68681,1
45033, , ,Dillon SC,32062,1
45035,Metro, ,Dorchester SC,136555,1
45037,Metro, ,Edgefield SC,26985,1
45039,Metro, ,Fairfield SC,23956,1
45041,Metro, ,Florence SC,136885,1
45043,Micro, ,Georgetown SC,60158,1
45045,Metro, ,Greenville SC,451225,1
45047,Micro, ,Greenwood SC,69661,1
45049, , ,Hampton SC,21090,1
45051,Metro, ,Horry SC,269291,1
45053,Metro, ,Jasper SC,24777,1
45055,Metro, ,Kershaw SC,61697,1
45057,Metro, ,Lancaster SC,76652,1
45059,Metro, ,Laurens SC,66537,1
45061, , ,Lee SC,19220,1
45063,Metro, ,Lexington SC,262391,1
45065, , ,McCormick SC,10233,1
45067, , ,Marion SC,33062,1
45069,Micro, ,Marlboro SC,28933,1
45071,Micro, ,Newberry SC,37508,1
45073,Micro, ,Oconee SC,74273,1
45075,Micro, ,Orangeburg SC,92501,1
45077,Metro, ,Pickens SC,119224,1
45079,Metro, ,Richland SC,384504,1
45081,Metro, ,Saluda SC,19875,1
45083,Metro, ,Spartanburg SC,284307,1
45085,Metro, ,Sumter SC,107456,1
45087,Metro, ,Union SC,28961,1
45089, , ,Williamsburg SC,34423,1
45091,Metro, ,York SC,226073,1
46003, , ,Aurora SD,2710,1
46005,Micro, ,Beadle SD,17398,1
46007, , ,Bennett SD,3431,1
46009, , ,Bon Homme SD,7070,1
46011,Micro, ,Brookings SD,31965,1
46013,Micro, ,Brown SD,36531,1
46015, , ,Brule SD,5255,1
46017, , ,Buffalo SD,1912,1
46019, , ,Butte SD,10110,1
46021, , ,Campbell SD,1466,1
46023, , ,Charles Mix SD,9129,1
46025, , ,Clark SD,3691,1
46027,Micro, ,Clay SD,13864,1
46029,Micro, ,Codington SD,27227,1
46031, , ,Corson SD,4050,1
46033,Metro, ,Custer SD,8216,1
46035,Micro, ,Davison SD,19504,1
46037, , ,Day SD,5710,1
46039, , ,Deuel SD,4364,1
46041, , ,Dewey SD,5301,1
46043, , ,Douglas SD,3002,1
46045,Micro, ,Edmunds SD,4071,1
46047, , ,Fall River SD,7094,1
46049, , ,Faulk SD,2364,1
46051, , ,Grant SD,7356,1
46053, , ,Gregory SD,4271,1
46055, , ,Haakon SD,1937,1
46057, , ,Hamlin SD,5903,1
46059, , ,Hand SD,3431,1
46061,Micro, ,Hanson SD,3331,1
46063, , ,Harding SD,1255,1
46065,Micro, ,Hughes SD,17022,1
46067, , ,Hutchinson SD,7343,1
46069, , ,Hyde SD,1420,1
46071, , ,Jackson SD,3031,1
46073, , ,Jerauld SD,2071,1
46075, , ,Jones SD,1006,1
46077, , ,Kingsbury SD,5148,1
46079, , ,Lake SD,11200,1
46081,Micro, ,Lawrence SD,24097,1
46083,Metro, ,Lincoln SD,44828,1
46085, , ,Lyman SD,3755,1
46087,Metro, ,McCook SD,5618,1
46089, , ,McPherson SD,2459,1
46091, , ,Marshall SD,4656,1
46093,Metro, ,Meade SD,25434,1
46095, , ,Mellette SD,2048,1
46097, , ,Miner SD,2389,1
46099,Metro, ,Minnehaha SD,169468,1
46101, , ,Moody SD,6486,1
46103,Metro, ,Pennington SD,100948,1
46105, , ,Perkins SD,2982,1
46107, , ,Potter SD,2329,1
46109, , ,Roberts SD,10149,1
46111, , ,Sanborn SD,2355,1
46113, , ,Shannon SD (D),13586,1
46115, , ,Spink SD,6415,1
46117,Micro, ,Stanley SD,2966,1
46119,Micro, ,Sully SD,1373,1
46121, , ,Todd SD,9612,1
46123, , ,Tripp SD,5644,1
46125,Metro, ,Turner SD,8347,1
46127,Metro, ,Union SD,14399,1
46129, , ,Walworth SD,5438,1
46135,Micro, ,Yankton SD,22438,1
46137, , ,Ziebach SD,2801,1
47001,Metro, ,Anderson TN,75129,1
47003,Micro, ,Bedford TN,45058,1
47005, , ,Benton TN,16489,1
47007, , ,Bledsoe TN,12876,1
47009,Metro, ,Blount TN,123010,1
47011,Metro, ,Bradley TN,98963,1
47013,Metro, ,Campbell TN,40716,1
47015,Metro, ,Cannon TN,13801,1
47017, , ,Carroll TN,28522,1
47019,Metro, ,Carter TN,57424,1
47021,Metro, ,Cheatham TN,39105,1
47023,Metro, ,Chester TN,17131,1
47025, , ,Claiborne TN,32213,1
47027, , ,Clay TN,7861,1
47029,Micro, ,Cocke TN,35662,1
47031,Micro, ,Coffee TN,52796,1
47033,Metro, ,Crockett TN,14586,1
47035,Micro, ,Cumberland TN,56053,1
47037,Metro, ,Davidson TN,626681,1
47039, , ,Decatur TN,11757,1
47041, , ,DeKalb TN,18723,1
47043,Metro, ,Dickson TN,49666,1
47045,Micro, ,Dyer TN,38335,1
47047,Metro, ,Fayette TN,38413,1
47049, , ,Fentress TN,17959,1
47051,Micro, ,Franklin TN,41052,1
47053, , ,Gibson TN,49683,1
47055, , ,Giles TN,29485,1
47057,Metro, ,Grainger TN,22657,1
47059,Micro, ,Greene TN,68831,1
47061, , ,Grundy TN,13703,1
47063,Metro, ,Hamblen TN,62544,1
47065,Metro, ,Hamilton TN,336463,1
47067, , ,Hancock TN,6819,1
47069, , ,Hardeman TN,27253,1
47071, , ,Hardin TN,26026,1
47073,Metro, ,Hawkins TN,56833,1
47075,Micro, ,Haywood TN,18787,1
47077, , ,Henderson TN,27769,1
47079,Micro, ,Henry TN,32330,1
47081,Metro, ,Hickman TN,24690,1
47083, , ,Houston TN,8426,1
47085, , ,Humphreys TN,18538,1
47087,Micro, ,Jackson TN,11638,1
47089,Metro, ,Jefferson TN,51407,1
47091, , ,Johnson TN,18244,1
47093,Metro, ,Knox TN,432226,1
47095, , ,Lake TN,7832,1
47097, , ,Lauderdale TN,27815,1
47099,Micro, ,Lawrence TN,41869,1
47101, , ,Lewis TN,12161,1
47103, , ,Lincoln TN,33361,1
47105,Metro, ,Loudon TN,48556,1
47107,Micro, ,McMinn TN,52266,1
47109, , ,McNairy TN,26075,1
47111,Metro, ,Macon TN,22248,1
47113,Metro, ,Madison TN,98294,1
47115,Metro, ,Marion TN,28237,1
47117,Micro, ,Marshall TN,30617,1
47119,Metro, ,Maury TN,80956,1
47121, , ,Meigs TN,11753,1
47123, , ,Monroe TN,44519,1
47125,Metro, ,Montgomery TN,172331,1
47127,Micro, ,Moore TN,6362,1
47129,Metro, ,Morgan TN,21987,1
47131,Micro, ,Obion TN,31807,1
47133,Micro, ,Overton TN,22083,1
47135, , ,Perry TN,7915,1
47137, , ,Pickett TN,5077,1
47139,Metro, ,Polk TN,16825,1
47141,Micro, ,Putnam TN,72321,1
47143,Micro, ,Rhea TN,31809,1
47145,Metro, ,Roane TN,54181,1
47147,Metro, ,Robertson TN,66283,1
47149,Metro, ,Rutherford TN,262604,1
47151, , ,Scott TN,22228,1
47153,Metro, ,Sequatchie TN,14112,1
47155,Micro, ,Sevier TN,89889,1
47157,Metro, ,Shelby TN,927644,1
47159,Metro, ,Smith TN,19166,1
47161, , ,Stewart TN,13324,1
47163,Metro, ,Sullivan TN,156823,1
47165,Metro, ,Sumner TN,160645,1
47167,Metro, ,Tipton TN,61081,1
47169,Metro, ,Trousdale TN,7870,1
47171,Metro, ,Unicoi TN,18313,1
47173,Metro, ,Union TN,19109,1
47175, , ,Van Buren TN,5548,1
47177,Micro, ,Warren TN,39839,1
47179,Metro, ,Washington TN,122979,1
47181, , ,Wayne TN,17021,1
47183,Micro, ,Weakley TN,35021,1
47185, , ,White TN,25841,1
47187,Metro, ,Williamson TN,183182,1
47189,Metro, ,Wilson TN,113993,1
48001,Micro, ,Anderson TX,58458,1
48003,Micro, ,Andrews TX,14786,1
48005,Micro, ,Angelina TX,86771,1
48007,Metro, ,Aransas TX,23158,1
48009,Metro, ,Archer TX,9054,1
48011,Metro, ,Armstrong TX,1901,1
48013,Metro, ,Atascosa TX,44911,1
48015,Metro, ,Austin TX,28417,1
48017, , ,Bailey TX,7165,1
48019,Metro, ,Bandera TX,20485,1
48021,Metro, ,Bastrop TX,74171,1
48023, , ,Baylor TX,3726,1
48025,Micro, ,Bee TX,31861,1
48027,Metro, ,Bell TX,310235,1
48029,Metro, ,Bexar TX,1714773,1
48031, , ,Blanco TX,10497,1
48033, , ,Borden TX,641,1
48035, , ,Bosque TX,18212,1
48037,Metro, ,Bowie TX,92565,1
48039,Metro, ,Brazoria TX,313166,1
48041,Metro, ,Brazos TX,194851,1
48043, , ,Brewster TX,9232,1
48045, , ,Briscoe TX,1637,1
48047, , ,Brooks TX,7223,1
48049,Micro, ,Brown TX,38106,1
48051,Metro, ,Burleson TX,17187,1
48053, , ,Burnet TX,42750,1
48055,Metro, ,Caldwell TX,38066,1
48057,Micro, ,Calhoun TX,21381,1
48059,Metro, ,Callahan TX,13544,1
48061,Metro, ,Cameron TX,406220,1
48063, , ,Camp TX,12401,1
48065,Metro, ,Carson TX,6182,1
48067, , ,Cass TX,30464,1
48069, , ,Castro TX,8062,1
48071,Metro, ,Chambers TX,35096,1
48073,Micro, ,Cherokee TX,50845,1
48075, , ,Childress TX,7041,1
48077,Metro, ,Clay TX,10752,1
48079, , ,Cochran TX,3127,1
48081, , ,Coke TX,3320,1
48083, , ,Coleman TX,8895,1
48085,Metro, ,Collin TX,782341,1
48087, , ,Collingsworth TX,3057,1
48089, , ,Colorado TX,20874,1
48091,Metro, ,Comal TX,108472,1
48093, , ,Comanche TX,13974,1
48095, , ,Concho TX,4087,1
48097,Micro, ,Cooke TX,38437,1
48099,Metro, ,Coryell TX,75388,1
48101, , ,Cottle TX,1505,1
48103, , ,Crane TX,4375,1
48105, , ,Crockett TX,3719,1
48107,Metro, ,Crosby TX,6059,1
48109, , ,Culberson TX,2398,1
48111, , ,Dallam TX,6703,1
48113,Metro, ,Dallas TX,2368139,1
48115,Micro, ,Dawson TX,13833,1
48117,Micro, ,Deaf Smith TX,19372,1
48119, , ,Delta TX,5231,1
48121,Metro, ,Denton TX,662614,1
48123, , ,DeWitt TX,20097,1
48125, , ,Dickens TX,2444,1
48127, , ,Dimmit TX,9996,1
48129, , ,Donley TX,3677,1
48131, , ,Duval TX,11782,1
48133, , ,Eastland TX,18583,1
48135,Metro, ,Ector TX,137130,1
48137, , ,Edwards TX,2002,1
48139,Metro, ,Ellis TX,149610,1
48141,Metro, ,El Paso TX,800647,1
48143,Micro, ,Erath TX,37890,1
48145,Metro, ,Falls TX,17866,1
48147,Micro, ,Fannin TX,33915,1
48149, , ,Fayette TX,24554,1
48151, , ,Fisher TX,3974,1
48153, , ,Floyd TX,6446,1
48155, , ,Foard TX,1336,1
48157,Metro, ,Fort Bend TX,585375,1
48159, , ,Franklin TX,10605,1
48161, , ,Freestone TX,19816,1
48163, , ,Frio TX,17217,1
48165, , ,Gaines TX,17526,1
48167,Metro, ,Galveston TX,291309,1
48169, , ,Garza TX,6461,1
48171,Micro, ,Gillespie TX,24837,1
48173,Micro, ,Glasscock TX,1226,1
48175,Metro, ,Goliad TX,7210,1
48177, , ,Gonzales TX,19807,1
48179,Micro, ,Gray TX,22535,1
48181,Metro, ,Grayson TX,120877,1
48183,Metro, ,Gregg TX,121730,1
48185, , ,Grimes TX,26604,1
48187,Metro, ,Guadalupe TX,131533,1
48189,Micro, ,Hale TX,36273,1
48191, , ,Hall TX,3353,1
48193, , ,Hamilton TX,8517,1
48195, , ,Hansford TX,5613,1
48197, , ,Hardeman TX,4139,1
48199,Metro, ,Hardin TX,54635,1
48201,Metro, ,Harris TX,4092459,1
48203,Micro, ,Harrison TX,65631,1
48205, , ,Hartley TX,6062,1
48207, , ,Haskell TX,5899,1
48209,Metro, ,Hays TX,157107,1
48211, , ,Hemphill TX,3807,1
48213,Micro, ,Henderson TX,78532,1
48215,Metro, ,Hidalgo TX,774769,1
48217, , ,Hill TX,35089,1
48219,Micro, ,Hockley TX,22935,1
48221,Metro, ,Hood TX,51182,1
48223,Micro, ,Hopkins TX,35161,1
48225, , ,Houston TX,23732,1
48227,Micro, ,Howard TX,35012,1
48229,Metro, ,Hudspeth TX,3476,1
48231,Metro, ,Hunt TX,86129,1
48233,Micro, ,Hutchinson TX,22150,1
48235,Metro, ,Irion TX,1599,1
48237, , ,Jack TX,9044,1
48239, , ,Jackson TX,14075,1
48241, , ,Jasper TX,35710,1
48243, , ,Jeff Davis TX,2342,1
48245,Metro, ,Jefferson TX,252273,1
48247, , ,Jim Hogg TX,5300,1
48249,Micro, ,Jim Wells TX,40838,1
48251,Metro, ,Johnson TX,150934,1
48253,Metro, ,Jones TX,20202,1
48255, , ,Karnes TX,14824,1
48257,Metro, ,Kaufman TX,103350,1
48259,Metro, ,Kendall TX,33410,1
48261,Micro, ,Kenedy TX,416,1
48263, , ,Kent TX,808,1
48265,Micro, ,Kerr TX,49625,1
48267, , ,Kimble TX,4607,1
48269, , ,King TX,286,1
48271, , ,Kinney TX,3598,1
48273,Micro, ,Kleberg TX,32061,1
48275, , ,Knox TX,3719,1
48277,Micro, ,Lamar TX,49793,1
48279, , ,Lamb TX,13977,1
48281,Metro, ,Lampasas TX,19677,1
48283, , ,La Salle TX,6886,1
48285, , ,Lavaca TX,19263,1
48287, , ,Lee TX,16612,1
48289, , ,Leon TX,16801,1
48291,Metro, ,Liberty TX,75643,1
48293, , ,Limestone TX,23384,1
48295, , ,Lipscomb TX,3302,1
48297, , ,Live Oak TX,11531,1
48299, , ,Llano TX,19301,1
48301, , ,Loving TX,82,1
48303,Metro, ,Lubbock TX,278831,1
48305,Metro, ,Lynn TX,5915,1
48307, , ,McCulloch TX,8283,1
48309,Metro, ,McLennan TX,234906,1
48311, , ,McMullen TX,707,1
48313, , ,Madison TX,13664,1
48315, , ,Marion TX,10546,1
48317,Metro, ,Martin TX,4799,1
48319, , ,Mason TX,4012,1
48321,Micro, ,Matagorda TX,36702,1
48323,Micro, ,Maverick TX,54258,1
48325,Metro, ,Medina TX,46006,1
48327, , ,Menard TX,2242,1
48329,Metro, ,Midland TX,136872,1
48331, , ,Milam TX,24757,1
48333, , ,Mills TX,4936,1
48335, , ,Mitchell TX,9403,1
48337, , ,Montague TX,19719,1
48339,Metro, ,Montgomery TX,455746,1
48341,Micro, ,Moore TX,21904,1
48343, , ,Morris TX,12934,1
48345, , ,Motley TX,1210,1
48347,Micro, ,Nacogdoches TX,64524,1
48349,Micro, ,Navarro TX,47735,1
48351,Metro, ,Newton TX,14445,1
48353,Micro, ,Nolan TX,15216,1
48355,Metro, ,Nueces TX,340223,1
48357, , ,Ochiltree TX,10223,1
48359,Metro, ,Oldham TX,2052,1
48361,Metro, ,Orange TX,81837,1
48363,Micro, ,Palo Pinto TX,28111,1
48365, , ,Panola TX,23796,1
48367,Metro, ,Parker TX,116927,1
48369, , ,Parmer TX,10269,1
48371, , ,Pecos TX,15507,1
48373, , ,Polk TX,45413,1
48375,Metro, ,Potter TX,121073,1
48377, , ,Presidio TX,7818,1
48379, , ,Rains TX,10914,1
48381,Metro, ,Randall TX,120725,1
48383, , ,Reagan TX,3367,1
48385, , ,Real TX,3309,1
48387, , ,Red River TX,12860,1
48389,Micro, ,Reeves TX,13783,1
48391, , ,Refugio TX,7383,1
48393, , ,Roberts TX,929,1
48395,Metro, ,Robertson TX,16622,1
48397,Metro, ,Rockwall TX,78337,1
48399, , ,Runnels TX,10501,1
48401,Metro, ,Rusk TX,53330,1
48403, , ,Sabine TX,10834,1
48405, , ,San Augustine TX,8865,1
48407, , ,San Jacinto TX,26384,1
48409,Metro, ,San Patricio TX,64804,1
48411, , ,San Saba TX,6131,1
48413, , ,Schleicher TX,3461,1
48415,Micro, ,Scurry TX,16921,1
48417, , ,Shackelford TX,3378,1
48419, , ,Shelby TX,25448,1
48421, , ,Sherman TX,3034,1
48423,Metro, ,Smith TX,209714,1
48425,Metro, ,Somervell TX,8490,1
48427,Micro, ,Starr TX,60968,1
48429, , ,Stephens TX,9630,1
48431, , ,Sterling TX,1143,1
48433, , ,Stonewall TX,1490,1
48435, , ,Sutton TX,4128,1
48437, , ,Swisher TX,7854,1
48439,Metro, ,Tarrant TX,1809034,1
48441,Metro, ,Taylor TX,131506,1
48443, , ,Terrell TX,984,1
48445, , ,Terry TX,12651,1
48447, , ,Throckmorton TX,1641,1
48449,Micro, ,Titus TX,32334,1
48451,Metro, ,Tom Green TX,110224,1
48453,Metro, ,Travis TX,1024266,1
48455,Micro, ,Trinity TX,14585,1
48457, , ,Tyler TX,21766,1
48459,Metro, ,Upshur TX,39309,1
48461, , ,Upton TX,3355,1
48463,Micro, ,Uvalde TX,26405,1
48465,Micro, ,Val Verde TX,48879,1
48467, , ,Van Zandt TX,52579,1
48469,Metro, ,Victoria TX,86793,1
48471,Micro, ,Walker TX,67861,1
48473,Metro, ,Waller TX,43205,1
48475, , ,Ward TX,10658,1
48477,Micro, ,Washington TX,33718,1
48479,Metro, ,Webb TX,250304,1
48481,Micro, ,Wharton TX,41280,1
48483, , ,Wheeler TX,5410,1
48485,Metro, ,Wichita TX,131500,1
48487,Micro, ,Wilbarger TX,13535,1
48489,Micro, ,Willacy TX,22134,1
48491,Metro, ,Williamson TX,422679,1
48493,Metro, ,Wilson TX,42918,1
48495, , ,Winkler TX,7110,1
48497,Metro, ,Wise TX,59127,1
48499, , ,Wood TX,41964,1
48501, , ,Yoakum TX,7879,1
48503, , ,Young TX,18550,1
48505,Micro, ,Zapata TX,14018,1
48507, , ,Zavala TX,11677,1
49001, , ,Beaver UT,6629,1
49003,Metro, ,Box Elder UT,49975,1
49005,Metro, ,Cache UT,112656,1
49007,Micro, ,Carbon UT,21403,1
49009, , ,Daggett UT,1059,1
49011,Metro, ,Davis UT,306479,1
49013, , ,Duchesne UT,18607,1
49015, , ,Emery UT,10976,1
49017, , ,Garfield UT,5172,1
49019, , ,Grand UT,9225,1
49021,Micro, ,Iron UT,46163,1
49023,Metro, ,Juab UT,10246,1
49025, , ,Kane UT,7125,1
49027, , ,Millard UT,12503,1
49029,Metro, ,Morgan UT,9469,1
49031, , ,Piute UT,1556,1
49033, , ,Rich UT,2264,1
49035,Metro, ,Salt Lake UT,1029655,1
49037, , ,San Juan UT,14746,1
49039, , ,Sanpete UT,27822,1
49041, , ,Sevier UT,20802,1
49043,Micro, ,Summit UT,36324,1
49045,Metro, ,Tooele UT,58218,1
49047,Micro, ,Uintah UT,32588,1
